beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0,R0_B,R0_N,rho_N,trM,detM
0.84735982,1.5465384,0.4524475,0.034181391,0.01640711,0.07634128,0.010584782,0.57318954,2.3401292,1.6794972,3.3489079,2.8163525,2.4348179,0.22158381
0.84206638,1.8752464,0.49296868,0.043829901,0.018651732,0.090247292,0.014574875,0.47967246,2.3892694,1.6698728,3.3530734,2.7212831,2.4996379,0.2637002
0.84859268,1.5640274,0.42429795,0.035405669,0.018581004,0.06935041,0.011514679,0.51540274,2.292162,1.6817388,3.3472527,2.8101927,2.3884129,0.22062263
0.83036988,1.6393533,0.53449059,0.028736403,0.02762514,0.087208984,0.011072006,0.62856358,2.4780929,1.6486064,3.3775917,2.8058418,2.5727327,0.23452632
0.77896484,2.1174193,0.56166867,0.034593039,0.013419607,0.054482738,0.014312108,0.62276394,2.4298378,1.5551427,3.3168167,2.5883694,2.5446198,0.27890165
0.8657554,1.4523403,0.50165533,0.037350907,0.016058513,0.096703761,0.010400605,0.5416977,2.445467,1.7129437,3.3464661,2.8499737,2.5324089,0.21261352
0.78085567,2.0812058,0.48817304,0.031410053,0.017939302,0.06505695,0.016214901,0.53586855,2.3066396,1.5585806,3.3403988,2.6190966,2.4284162,0.28089465
0.8467318,1.9803228,0.53627949,0.037763864,0.025726181,0.092171671,0.010303815,0.56896258,2.5224675,1.6783553,3.4610534,2.7847033,2.6343797,0.28229485
0.8536324,1.5919694,0.46284241,0.043328969,0.014360268,0.096319413,0.012379373,0.61089207,2.338707,1.6909019,3.2990595,2.762111,2.4352254,0.22572823
0.82943014,1.716336,0.42285224,0.029206044,0.050417471,0.097334781,0.017205756,0.64893475,2.2814505,1.6468978,3.3966597,2.798725,2.3867885,0.24032341
0.83117527,1.3783773,0.53341469,0.031691291,0.011364869,0.099125622,0.011329084,0.62427857,2.4286939,1.6500707,3.2611037,2.783701,2.5094194,0.19605749
0.83742244,1.5124594,0.54673488,0.025835607,0.010775381,0.099549482,0.011644237,0.64350545,2.517255,1.6614292,3.3856687,2.8545195,2.6041311,0.21868927
0.81792921,1.9293953,0.46003663,0.016092084,0.014176122,0.099795424,0.01298629,0.58594974,2.4028502,1.625987,3.5682378,2.8743122,2.5194935,0.28027652
0.82698567,1.4012804,0.54574796,0.015156713,0.019176645,0.096553582,0.011393375,0.5513069,2.5311577,1.6424533,3.4197726,2.9146055,2.6124217,0.20569185
0.80129967,1.8052079,0.56672931,0.020276685,0.012900364,0.09413574,0.011669677,0.83278916,2.5313218,1.5957515,3.4220817,2.7795194,2.6307863,0.25177666
0.79666516,1.7404846,0.4614775,0.021984708,0.017779473,0.077672416,0.011383427,0.41115667,2.3024069,1.5873251,3.3659243,2.748983,2.4081086,0.24336837
0.81390368,1.4308312,0.53102445,0.040867689,0.023423717,0.064062188,0.010634151,0.7649182,2.3426506,1.6186679,3.1392824,2.6540211,2.4261513,0.19561315
0.85434325,1.7324861,0.50250781,0.032014939,0.010323293,0.082905277,0.010369857,0.51621107,2.47677,1.6921943,3.4573171,2.8577216,2.5791823,0.25365168
0.84736369,1.4287786,0.50509866,0.034815832,0.013630267,0.080689459,0.010959906,0.5966682,2.4137534,1.6795042,3.3023554,2.8110709,2.4992042,0.20625716
0.8630532,1.8591263,0.44705421,0.043931338,0.026569802,0.09672422,0.011282396,0.63041054,2.3583842,1.7080306,3.4135618,2.7873435,2.4704955,0.26440164
0.86634549,1.6003807,0.42277486,0.039365084,0.022757308,0.097025787,0.014801737,0.5019792,2.320041,1.7140166,3.3797061,2.8351015,2.4182283,0.22779842
0.86008866,1.8014339,0.44590262,0.030576067,0.028683069,0.096073747,0.010695681,0.54889233,2.4010737,1.7026405,3.514771,2.8892107,2.5106742,0.26315901
0.84672137,2.0366442,0.4826524,0.035951092,0.025540933,0.097314854,0.01175892,0.49982719,2.4364749,1.6783364,3.4980258,2.7995527,2.5566138,0.29271539
0.79908637,1.3512979,0.51511654,0.040254472,0.014508656,0.070875711,0.012370075,0.62454426,2.2728796,1.5917273,3.0698896,2.6109692,2.3531531,0.18245212
0.80472882,1.3973871,0.46340271,0.034471459,0.015211501,0.075124608,0.011947905,0.68368386,2.235884,1.6019863,3.1547852,2.6739128,2.3215575,0.19155597
0.80308261,1.8126812,0.53236937,0.025955187,0.019710386,0.078723809,0.010995708,0.69093479,2.4400469,1.5989932,3.3738454,2.7374458,2.5438701,0.25333341
0.82640899,1.6514474,0.50402573,0.039812208,0.017171643,0.090054965,0.012405759,0.59360097,2.3616476,1.6414048,3.2639131,2.702498,2.4591907,0.23036243
0.84684106,1.817508,0.53584264,0.041369362,0.018359753,0.086445443,0.011343041,0.56649823,2.4822459,1.678554,3.3716744,2.7559668,2.5858001,0.25704688
0.87363902,1.6775905,0.55401531,0.040580332,0.012933558,0.081572437,0.011386189,0.52430558,2.569328,1.7272776,3.4178754,2.8485589,2.6638946,0.24297274
0.85290582,1.591391,0.42654101,0.059195155,0.016121065,0.070860516,0.012255407,0.48742945,2.2196159,1.6895808,3.1586511,2.6399233,2.3161996,0.21437874
0.82905498,1.7007864,0.4457362,0.046257281,0.016588604,0.063232977,0.011534402,0.46884444,2.2497074,1.6462157,3.2312976,2.6613477,2.3527441,0.23180234
0.83006899,1.5775489,0.53520031,0.03730955,0.013267336,0.092390543,0.014177737,0.65684542,2.4269073,1.6480593,3.2735419,2.7341953,2.5180181,0.22111742
0.78160995,1.9132385,0.50392862,0.036538553,0.021706157,0.06423085,0.011419514,0.48923196,2.2939586,1.559952,3.2375699,2.5823016,2.4053516,0.25553096
0.76496959,1.7463154,0.52921976,0.028497803,0.022625849,0.078166346,0.01271632,0.43149307,2.3122393,1.5296968,3.1981672,2.5887685,2.4126843,0.23225288
0.83998068,1.5657751,0.55660764,0.040725018,0.023953735,0.095254811,0.013474305,0.76509868,2.4705565,1.6660806,3.2702348,2.7390376,2.5589651,0.21841838
0.80377482,1.3458995,0.5149339,0.031971305,0.019149355,0.057756256,0.010839685,0.51472725,2.3213966,1.6002517,3.1564834,2.690634,2.4016082,0.1862028
0.82191304,1.2636723,0.52868308,0.044080428,0.025433987,0.09330232,0.016202615,0.66252975,2.3239545,1.6332303,3.0806718,2.6551638,2.3984682,0.17316641
0.84434616,1.3021573,0.52143953,0.051422724,0.02631446,0.0944497,0.014484905,0.65349746,2.3416636,1.6740178,3.1020277,2.6705347,2.4186386,0.18024973
0.84457958,1.5942877,0.48114211,0.028952721,0.018370651,0.09752939,0.011395738,0.47828035,2.4118676,1.6744422,3.4072886,2.8515404,2.5081876,0.23231112
0.77903646,1.8716535,0.55800943,0.024284068,0.011670161,0.07380863,0.015106821,0.4468708,2.44165,1.5552729,3.3294794,2.6697313,2.5452968,0.25306919
0.8407194,1.7476665,0.47854642,0.026756097,0.026247982,0.080356655,0.011847153,0.65946988,2.4249719,1.6674237,3.4700217,2.8576212,2.5300505,0.25481279
0.8519314,1.5956662,0.45980594,0.022532034,0.023304093,0.082556603,0.012523895,0.59917991,2.422452,1.6878092,3.4981289,2.9332736,2.5202049,0.23680176
0.82634525,1.6319926,0.43333147,0.025658731,0.011682755,0.093371858,0.012323495,0.52248232,2.2994166,1.6412889,3.3919681,2.8185979,2.3999133,0.23108379
0.85031343,1.7261517,0.52714684,0.024831055,0.035120177,0.095819803,0.012338182,0.57713872,2.5493523,1.6848674,3.5146977,2.9070396,2.6494567,0.25520134
0.82212085,1.9534606,0.56977839,0.0301408,0.03483085,0.094146807,0.01161151,0.55278637,2.5597857,1.6336082,3.4455517,2.7665052,2.6660145,0.27192282
0.80211741,1.7785117,0.53516576,0.043011658,0.018009586,0.098811644,0.01219833,0.59681723,2.3538361,1.5972383,3.2003463,2.6000561,2.4551668,0.23851594
0.80414775,1.5192987,0.51487125,0.038395989,0.02824727,0.098841291,0.012099074,0.52408657,2.3139112,1.6009298,3.1596211,2.6414721,2.4034551,0.20719659
0.80686758,1.4946508,0.5628523,0.035020879,0.037044005,0.098632013,0.012044959,0.56449354,2.4135711,1.6058749,3.1902914,2.6765995,2.4976674,0.20297244
0.79631281,1.9918253,0.54471372,0.033589467,0.031579157,0.099097808,0.010919964,0.71623811,2.4305424,1.5866844,3.3399985,2.6531671,2.5417387,0.27026739
0.80073488,1.7199766,0.52745388,0.02518143,0.039292865,0.098592643,0.010129165,0.72207041,2.4162461,1.5947246,3.3409275,2.7359531,2.5157661,0.24046474
0.82060546,1.5947266,0.5571683,0.040897051,0.020155199,0.092721805,0.014248314,0.58958216,2.4243769,1.6308529,3.2161626,2.6753525,2.5141372,0.21761292
0.79893454,1.6691792,0.57403041,0.033621086,0.014459088,0.063984439,0.010366033,0.69386543,2.4444759,1.5914512,3.2370869,2.661554,2.5360961,0.22396334
0.80505211,2.6143673,0.53496781,0.0317001,0.02009321,0.093910329,0.01166096,0.67125524,2.5297774,1.6025741,3.6025119,2.6970412,2.6724764,0.36099667
0.83366217,0.95662283,0.50355831,0.036840321,0.013473963,0.071717484,0.011440091,0.44103583,2.3123307,1.6545924,3.077079,2.7496697,2.3708974,0.13542539
0.8456611,2.1706724,0.44177041,0.041672024,0.025306403,0.098978384,0.011817777,0.64905224,2.3457091,1.6764086,3.4846181,2.7497694,2.4752221,0.30379968
0.81230785,1.4572392,0.58339988,0.030868291,0.015013435,0.096931326,0.01199511,0.62591196,2.4794892,1.6157663,3.2335492,2.7278597,2.5595807,0.19858584
0.86338868,1.663564,0.47316876,0.046432545,0.029303052,0.090689246,0.01083874,0.60258105,2.373837,1.7086406,3.325789,2.7685272,2.4738247,0.23735455
0.85609773,1.5222781,0.4841423,0.041155616,0.027970062,0.090604367,0.012161292,0.5438762,2.3821687,1.6953843,3.3033634,2.7874219,2.473875,0.21845979
0.80379763,2.0398384,0.560803,0.027622918,0.018790671,0.067344673,0.011713303,0.61272242,2.520072,1.6002932,3.4393436,2.7260372,2.6316382,0.28115471
0.85239136,1.266569,0.47534652,0.045070691,0.037824792,0.082003785,0.012571983,0.50591601,2.315382,1.6886454,3.1699608,2.7444107,2.3927835,0.17921405
0.85049761,1.2322685,0.48565139,0.038184969,0.014951838,0.09336742,0.011444891,0.53627788,2.3524011,1.6852023,3.2139505,2.7934902,2.427641,0.17699428
0.84943031,1.5310442,0.45637638,0.029479721,0.017469998,0.098021908,0.010830272,0.57471769,2.3711436,1.6832617,3.3962383,2.8631997,2.4650238,0.22260343
0.8688965,1.7657619,0.50883832,0.033306502,0.01379314,0.087958487,0.010325094,0.48231795,2.5233827,1.7186548,3.5039746,2.8946959,2.6270939,0.26170314
0.82923824,1.7241153,0.40879659,0.045746597,0.025929552,0.07567391,0.010094965,0.61511237,2.194793,1.6465489,3.2442084,2.6657915,2.2996666,0.23017587
0.79967497,1.6600176,0.52929946,0.035774787,0.013459128,0.096973695,0.01159558,0.51893203,2.3564086,1.5927975,3.2166882,2.64715,2.452322,0.226011
0.79827112,1.5285042,0.54864758,0.031399,0.019428165,0.085231672,0.014601469,0.47913515,2.3898289,1.590245,3.2067258,2.6769647,2.4771233,0.20861876
0.83196821,2.0541037,0.44103159,0.053196083,0.031370435,0.06416265,0.010289092,0.55151364,2.2548619,1.6515124,3.2971613,2.6190795,2.3772956,0.27607106
0.82757369,1.9685378,0.44751845,0.044303944,0.020907145,0.08303674,0.010624496,0.55891054,2.2820728,1.6435224,3.3340041,2.6714796,2.4000442,0.26921937
0.8364287,1.9746009,0.51728229,0.032867588,0.019769168,0.082358105,0.010201857,0.69534613,2.4840371,1.6596224,3.473328,2.7912944,2.5978202,0.28264149
0.80812411,1.8402013,0.52553354,0.031887817,0.028501346,0.090190945,0.010211207,0.51791504,2.4139311,1.6081595,3.3427733,2.7057097,2.5197572,0.25545705
0.83852094,1.7665308,0.5065065,0.042073446,0.010817175,0.078595318,0.010076096,0.55545193,2.3995678,1.6634265,3.3211992,2.7237034,2.5030991,0.2484305
0.84321808,1.4659868,0.43130055,0.038361199,0.021444477,0.093313606,0.012256123,0.63651199,2.270207,1.6719667,3.2684491,2.7684424,2.3605305,0.20505308
0.816446,1.7812662,0.50854028,0.04261877,0.012876693,0.080774391,0.01054956,0.44905057,2.3467959,1.6232902,3.2505616,2.648815,2.4508233,0.24413109
0.81636983,1.711016,0.45870036,0.037643823,0.010466459,0.085623416,0.010950989,0.49985037,2.2757437,1.6231518,3.2715235,2.6869915,2.3792605,0.23557775
0.81461364,1.4791184,0.44303857,0.037032222,0.010663406,0.083348351,0.011743492,0.49337909,2.2255917,1.6199587,3.1920951,2.6860807,2.3164758,0.20227094
0.80233111,1.5104298,0.55465349,0.021172035,0.029050959,0.068351643,0.010194897,0.62049229,2.4624314,1.5976268,3.3118115,2.7753534,2.5484053,0.21170491
0.86117729,1.8467212,0.46271968,0.043826186,0.012657048,0.095809422,0.025281169,0.46595693,2.3803687,1.7046199,3.4043935,2.7822085,2.4911386,0.26367319
0.81509925,1.655672,0.53073982,0.035825896,0.011821689,0.062510693,0.010049438,0.64850735,2.3979352,1.6208416,3.2651687,2.6971881,2.4935515,0.22928176
0.81366269,1.9816603,0.51311918,0.022507346,0.019994183,0.093475151,0.01607496,0.56855786,2.4711906,1.6182297,3.5042051,2.8026683,2.5859598,0.28361653
0.83502043,1.7217493,0.47729315,0.025964164,0.021391537,0.082121408,0.010252289,0.5560477,2.4089629,1.6570619,3.4497442,2.8452822,2.5126969,0.24989131
0.80766827,1.6893817,0.52950127,0.032987757,0.017082981,0.090191041,0.021685435,0.58504482,2.3947947,1.6073307,3.2787278,2.6953727,2.4923376,0.23359507
0.80208706,1.9406163,0.52837145,0.033232712,0.052712922,0.096016447,0.010333512,0.44570133,2.4099326,1.5971831,3.3447371,2.67501,2.5205407,0.26655818
0.79704024,1.4530479,0.50240504,0.035242954,0.023929709,0.086955639,0.01221746,0.50975335,2.281796,1.5880071,3.1417938,2.6426555,2.3686373,0.19815421
0.7944348,1.5502438,0.58552126,0.02541241,0.014248545,0.079333161,0.010854326,0.68869617,2.479206,1.5832699,3.2576719,2.7127007,2.5636679,0.20939844
0.82006641,2.1169716,0.49828774,0.040334804,0.0227584,0.076931344,0.012352488,0.52768611,2.387636,1.6298728,3.3967928,2.6779684,2.5103074,0.29289462
0.84405339,1.2971805,0.50534828,0.033021481,0.016301981,0.085015595,0.01164727,0.57432922,2.3986668,1.6734855,3.2630677,2.8151775,2.4767781,0.187363
0.83368133,1.5712621,0.46567574,0.048491859,0.023657314,0.083567893,0.012858165,0.61542123,2.2714228,1.6546272,3.1830929,2.6591147,2.3663966,0.2157257
0.81468848,1.7421839,0.48769786,0.031720138,0.011514421,0.085572109,0.011158449,0.47670345,2.3512032,1.6200948,3.3321852,2.7288183,2.4550776,0.24422996
0.84595572,1.8465611,0.56259978,0.037385663,0.03610745,0.093631626,0.01189346,0.67714409,2.5536018,1.6769443,3.4164785,2.7852692,2.6556059,0.26047773
0.796165,2.0757025,0.51370359,0.030834925,0.015272221,0.096425557,0.010189568,0.62703923,2.3962707,1.5864157,3.3948362,2.6744718,2.5154078,0.28548473
0.85670178,1.4603303,0.45656071,0.052189144,0.017243176,0.085688927,0.010217837,0.54613679,2.2877849,1.6964826,3.1862904,2.7031798,2.3766703,0.20335065
0.81462483,1.7742659,0.49231035,0.022657419,0.011684056,0.096154294,0.01792166,0.57031151,2.4066892,1.619979,3.4325456,2.8046585,2.5123243,0.25423083
0.82123522,1.8435913,0.54290695,0.027472324,0.011976293,0.095036481,0.014503652,0.66255136,2.5042903,1.6319979,3.4308105,2.7858984,2.6085858,0.26118615
0.85250869,1.6616053,0.45793155,0.039638553,0.035588622,0.074844039,0.010661324,0.53426632,2.3502335,1.6888588,3.3532413,2.7881515,2.4510321,0.23690025
0.78583904,1.9139921,0.55689043,0.022220598,0.010543323,0.078360337,0.010920951,0.61684004,2.4754158,1.5676412,3.3879904,2.7099363,2.5813762,0.26229614
0.82796594,1.6100976,0.49882135,0.04049232,0.036626255,0.093740487,0.011446424,0.58955445,2.3489427,1.6442356,3.24871,2.7021902,2.4445817,0.2246506
0.83735928,1.7763067,0.50528898,0.041933126,0.022931308,0.091140732,0.010690567,0.57621233,2.3963258,1.6613144,3.3220727,2.7210819,2.5004773,0.24958074
0.85488378,1.8493927,0.42221544,0.046955374,0.030340237,0.095672631,0.014664363,0.61246921,2.2834734,1.6931771,3.356378,2.7375771,2.3954062,0.25559558
0.8005716,1.6885002,0.5794488,0.027905826,0.018740302,0.086834073,0.010572303,0.53127576,2.4924346,1.5944277,3.3029294,2.7128784,2.584417,0.22926003
0.81207275,1.7580265,0.53413639,0.03135146,0.020933044,0.070996631,0.011611809,0.508807,2.4318255,1.6153389,3.3325216,2.7231431,2.5325487,0.24494115
0.7942546,1.7280813,0.51608082,0.039594389,0.019902074,0.07553383,0.011617463,0.49966726,2.3107826,1.5829423,3.1881038,2.6003477,2.4113353,0.23235537
0.82536399,2.210711,0.60293778,0.038761087,0.016529234,0.079944851,0.012507842,0.60194406,2.6249356,1.6395048,3.4607126,2.7073852,2.7375798,0.29568379
0.80719036,1.7975777,0.57916916,0.039637162,0.029588799,0.096853116,0.010929321,0.64959828,2.4629802,1.6064618,3.2531375,2.6418034,2.5601656,0.23936577
0.84678319,2.3409436,0.48073056,0.033502435,0.020207476,0.091423252,0.013410481,0.5737279,2.4789665,1.6784488,3.6275219,2.8201428,2.6154278,0.33828293
0.831568,1.4664606,0.48310445,0.041534707,0.014925369,0.089976644,0.010926726,0.63010612,2.3117393,1.6507848,3.2022247,2.7056236,2.4002923,0.20471136
0.78880362,1.9654779,0.55386388,0.023462923,0.017656789,0.065477952,0.013813228,0.55499471,2.4782122,1.5730314,3.4039176,2.7097208,2.5870931,0.26983012
0.80225353,1.7886523,0.49529356,0.028686383,0.013826213,0.086498172,0.010329315,0.51206156,2.352676,1.5974858,3.3360267,2.7121326,2.4585739,0.24914338
0.8315517,1.7819221,0.47629677,0.050482422,0.01657604,0.083876845,0.01147463,0.58730139,2.2965345,1.6507552,3.2293168,2.6376474,2.402619,0.24362656
0.84921273,1.7129827,0.43955615,0.030799996,0.029237609,0.09077321,0.01041715,0.66951614,2.3529526,1.6828661,3.4456388,2.8511062,2.4577037,0.24647432
0.84268265,1.8869522,0.4906181,0.044230991,0.014435823,0.085096064,0.011451926,0.55590221,2.3861788,1.6709933,3.3552878,2.7201189,2.4973387,0.26524734
0.80364271,1.5248375,0.47540216,0.033082493,0.014317575,0.068791127,0.013410988,0.59202466,2.2718747,1.6000115,3.2077544,2.6813334,2.364336,0.2100603
0.7812279,2.0815459,0.58898076,0.039244922,0.018963444,0.076705369,0.011947812,0.54488527,2.4576699,1.5592573,3.26939,2.5608539,2.5664926,0.26745027
0.78728483,1.9120467,0.57514126,0.04770959,0.013883336,0.082027734,0.011958643,0.52397535,2.3802873,1.5702699,3.1576664,2.5189562,2.4832471,0.245074
0.8105138,1.7617811,0.51261832,0.026758116,0.025467132,0.096539513,0.011236797,0.7290881,2.4119337,1.6125044,3.3731618,2.7558184,2.5150496,0.24870875
0.81589564,2.2323457,0.56820671,0.049812127,0.014974853,0.064598857,0.013357712,0.54108275,2.4767113,1.6222896,3.3359531,2.5936501,2.5960047,0.29545535
0.79251582,1.4932559,0.58780234,0.028429052,0.030562505,0.085533134,0.010683536,0.75178409,2.4524416,1.5797808,3.2027814,2.6816062,2.5337844,0.19948831
0.80486411,1.3436918,0.56861506,0.027070932,0.024048218,0.089204895,0.012321292,0.77601015,2.437547,1.6022323,3.2046759,2.7341857,2.5134059,0.18490958
0.80877462,1.2408752,0.58149779,0.027957102,0.025909359,0.094900784,0.011976119,0.77415533,2.4496133,1.6093423,3.1735638,2.7399893,2.5189336,0.16980791
0.77547102,1.4193031,0.51343625,0.021256012,0.016191918,0.058667206,0.012904298,0.5595104,2.3049983,1.5487903,3.1863994,2.6824103,2.3895982,0.19500246
0.83871063,2.1651106,0.56124969,0.05283615,0.02302937,0.094605358,0.010496764,0.6467228,2.4972262,1.6637714,3.3578567,2.6425804,2.6145762,0.29304954
0.82941636,2.0562893,0.57530296,0.049289003,0.032315273,0.096650507,0.010110796,0.68683797,2.5018249,1.6468727,3.3243353,2.6397991,2.6119219,0.27544335
0.82873153,1.9539136,0.45327301,0.025440962,0.011017023,0.098143238,0.010228248,0.60116498,2.3752106,1.6456276,3.5153813,2.8285515,2.4931365,0.2800987
0.84675472,1.663922,0.51320472,0.015831381,0.010214481,0.090897205,0.011854585,0.60623435,2.5541357,1.678397,3.5763692,2.977533,2.6524453,0.25109599
0.81919704,1.8044097,0.53018543,0.054459392,0.027871957,0.068777118,0.011680555,0.56341988,2.3398671,1.6282921,3.1646368,2.5705824,2.4428397,0.24094216
0.77275111,2.0394574,0.49720917,0.020616624,0.015378629,0.055309043,0.010499072,0.43040072,2.3494232,1.543845,3.4036908,2.6783527,2.4685774,0.27994366
0.83984778,1.3699702,0.51469886,0.016626943,0.016714953,0.096797298,0.010127531,0.71383178,2.495932,1.6658389,3.4379933,2.9459282,2.5779648,0.20474817
0.82715777,1.200614,0.54209839,0.014159915,0.018944687,0.093707013,0.010105553,0.7620661,2.5020867,1.6427662,3.3583921,2.9244785,2.5728043,0.17694135
0.82534152,2.4311497,0.43411231,0.019680251,0.017098449,0.071545177,0.010370807,0.54803043,2.4036518,1.6394639,3.7343107,2.8676752,2.5488627,0.3490364
0.81855808,1.8416501,0.47405007,0.021025256,0.014802328,0.081242076,0.012247959,0.53374485,2.3979624,1.6271304,3.4867057,2.8323736,2.5086622,0.26545399
0.81405181,1.9243589,0.56029584,0.024662976,0.017571557,0.085850676,0.010669262,0.55653631,2.5460999,1.6189372,3.4631881,2.7854808,2.6522633,0.27030254
0.78419786,1.9372179,0.52994177,0.037874782,0.020898116,0.077091431,0.011924044,0.71457958,2.343622,1.5646573,3.2421447,2.5806834,2.4536279,0.25781218
0.8417282,1.6212859,0.5011338,0.03860107,0.010595872,0.095066351,0.011232761,0.53993025,2.3974679,1.6692579,3.3143486,2.7616747,2.4936685,0.23063765
0.8442687,1.6007989,0.51747254,0.042523647,0.018011294,0.084144923,0.012293342,0.66775135,2.4109535,1.673877,3.2794601,2.7385642,2.5047222,0.22607192
0.80770047,1.9917267,0.52677591,0.032149442,0.021162648,0.08134293,0.010566865,0.53223905,2.4336523,1.6073893,3.3913008,2.7022009,2.5471109,0.27611882
0.82625372,1.5231847,0.5101884,0.037543603,0.012080219,0.073633433,0.012009713,0.54504848,2.3668701,1.6411225,3.2403987,2.7199164,2.4570547,0.21345514
0.83402707,1.5293873,0.45965547,0.032734996,0.013450519,0.075827738,0.011893833,0.4894048,2.323703,1.6552558,3.3128826,2.7844643,2.417193,0.21724316
0.82520581,1.4327774,0.53279885,0.043328829,0.019892879,0.092756096,0.011620917,0.55454499,2.363193,1.6392172,3.1546431,2.6713876,2.4466344,0.19718798
0.8455674,1.6944241,0.44500168,0.031183461,0.020715458,0.076400119,0.012274249,0.61538736,2.3501755,1.6762382,3.4232833,2.83572,2.4536762,0.24324486
0.82280417,1.9540312,0.45803787,0.036412028,0.025642783,0.090029664,0.010991066,0.58178722,2.3203766,1.6348506,3.3871291,2.7176959,2.4374605,0.27167873
0.83717968,1.8777403,0.46455528,0.037927836,0.02543113,0.08353332,0.015244166,0.59316828,2.3532446,1.6609879,3.3934203,2.752345,2.4657985,0.2648668
0.834791,1.5683055,0.51756759,0.037788184,0.020101108,0.085975286,0.01025941,0.55840656,2.4054141,1.6566448,3.2813112,2.7457093,2.4975195,0.22155172
0.83538243,1.5993328,0.51944029,0.042268931,0.017620986,0.082101914,0.010208095,0.57995233,2.3927731,1.6577201,3.2528264,2.7121184,2.4862826,0.22374687
0.83966694,1.7292887,0.46313222,0.045661807,0.018685132,0.069751796,0.010092206,0.62094393,2.3090421,1.6655101,3.2797327,2.6994719,2.4131086,0.24029397
0.8025781,1.7540143,0.52210881,0.035619123,0.019227479,0.0780379,0.010206877,0.5559647,2.364176,1.5980759,3.2598614,2.6578586,2.4657088,0.24004132
0.85360629,1.4818109,0.46202482,0.040612736,0.010154246,0.072545291,0.010965183,0.56181943,2.3377452,1.6908544,3.2866349,2.783796,2.4281446,0.21133072
0.80061983,1.9980638,0.53656745,0.034859315,0.012341241,0.075578606,0.013201821,0.51304598,2.420905,1.5945154,3.3443436,2.6573796,2.5334162,0.27237896
0.75906419,1.8179194,0.53126281,0.036959976,0.029088002,0.065678101,0.011889849,0.55995281,2.2699761,1.5189597,3.127705,2.5056823,2.3736262,0.23528341
0.81293168,1.5874451,0.57100886,0.039543304,0.018579446,0.078785305,0.013940531,0.63777653,2.4335824,1.6169006,3.2010545,2.6610694,2.5214665,0.21387313
0.81445517,2.1504848,0.47563754,0.042224808,0.027532782,0.077356137,0.010486096,0.54989695,2.3271934,1.6196706,3.3725519,2.6454369,2.4534067,0.29372269
0.80183246,2.1105063,0.53436984,0.028500886,0.016819037,0.076847066,0.011755027,0.63722825,2.4678063,1.5967202,3.4487202,2.712238,2.5863731,0.29259987
0.80240116,2.114553,0.49452243,0.031421744,0.046147491,0.094411379,0.014974822,0.53951861,2.3774281,1.5977542,3.4233248,2.6904851,2.5005398,0.29268925
0.87912189,1.3180001,0.46465551,0.034147225,0.017220447,0.09294076,0.010263433,0.6139236,2.4170694,1.7372464,3.3749615,2.9210681,2.4982197,0.1961461
0.80985152,1.2929856,0.45441774,0.023991607,0.022719846,0.075317582,0.018551732,0.48768821,2.2679026,1.6113003,3.2330245,2.7769319,2.3482405,0.18219857
0.82222589,1.8833714,0.54499133,0.048870873,0.015993087,0.070961275,0.01091921,0.52178268,2.407879,1.6337991,3.2478948,2.6203532,2.5134673,0.25424384
0.80883884,1.8584347,0.53291488,0.039790983,0.022173896,0.080086827,0.011947589,0.56784101,2.3927357,1.6094591,3.2777597,2.6459483,2.4985213,0.25311697
0.81557727,1.5241035,0.56319403,0.054869224,0.023673735,0.076628662,0.017111648,0.51854972,2.3452689,1.6217107,3.0578759,2.5565413,2.4305504,0.20000814
0.79933715,1.8536111,0.5430546,0.032641452,0.021494793,0.087248682,0.01217942,0.63791317,2.4211696,1.5921832,3.311197,2.6706169,2.5257016,0.2530896
0.79793736,2.0368703,0.52795374,0.037783373,0.013977127,0.060163076,0.011228277,0.5519541,2.3886838,1.5896382,3.3216412,2.626009,2.5040556,0.27558677
0.8533313,1.4267798,0.49250391,0.035376229,0.019858849,0.0864079,0.01253205,0.63366615,2.4048734,1.6903544,3.3159193,2.8259546,2.4909515,0.20700696
0.81755336,2.0640583,0.49628659,0.032234308,0.012973333,0.059739819,0.011495417,0.54246527,2.4095405,1.6253036,3.448103,2.7341189,2.5299345,0.29009421
0.80955867,2.0130134,0.50819262,0.036885034,0.014037499,0.075284221,0.010897358,0.54015583,2.3831688,1.6107678,3.3596607,2.6707664,2.4995423,0.27733774
0.80734065,2.0532295,0.45516256,0.033265094,0.012951861,0.0768581,0.019996079,0.5313789,2.3005222,1.6067351,3.4006147,2.6920769,2.4232419,0.28231946
0.80997614,1.6617709,0.59051157,0.038188665,0.025473619,0.080723988,0.010159982,0.65861753,2.4774693,1.6115269,3.2289826,2.6619773,2.5666532,0.22095038
0.82553749,1.8869038,0.45602809,0.034716377,0.013465668,0.089506273,0.010097508,0.59268854,2.3240096,1.6398202,3.3892308,2.7402715,2.4376006,0.26398654
0.83894709,1.532708,0.53224898,0.039015947,0.023575986,0.083992933,0.010149304,0.57809408,2.4306117,1.6642013,3.2713211,2.7493332,2.5195892,0.21626981
0.80910648,1.8453361,0.48001072,0.037016745,0.01520737,0.068528985,0.010927388,0.63438471,2.3112261,1.6099457,3.2995865,2.6682648,2.4209914,0.25369232
